pref,region_code,region_name,indicator,domain,n_total,n_risk,risk_rate,n_male,n_risk_male,risk_rate_male,n_female,n_risk_female,risk_rate_female,z_score,deviation_value
愛媛県,3802,新居浜・西条,収縮期血圧,心血管,47302,10428,0.220455794680986,24843,6009,0.2418790001207583,22459,4419,0.1967585377799545,0.4408012847412966,54.40801284741296
愛媛県,3803,今治,収縮期血圧,心血管,31797,8201,0.2579174135924773,17148,4998,0.2914625612316305,14649,3203,0.2186497371834254,1.5504503813357275,65.50450381335727
愛媛県,3804,松山,収縮期血圧,心血管,148791,28832,0.1937751611320577,79198,17299,0.2184272330109346,69593,11533,0.1657206902993117,-0.3495046810549048,46.50495318945095
愛媛県,3805,八幡浜・大洲,収縮期血圧,心血管,29066,7155,0.2461639028418083,15203,4119,0.2709333684141288,13863,3036,0.2190002164033758,1.2023001154033586,62.02300115403359
愛媛県,3806,宇和島,収縮期血圧,心血管,24575,6066,0.2468362156663275,12178,3299,0.2708983412711447,12397,2767,0.2231991610873598,1.22221466635,62.2221466635
愛知県,2302,海部,収縮期血圧,心血管,75915,14832,0.1953764078245406,42624,8844,0.2074887387387387,33291,5988,0.1798684329097954,-0.30207421762681624,46.979257823731835
愛知県,2304,尾張東部,収縮期血圧,心血管,117220,20787,0.1773332195871012,65392,12502,0.1911854661120626,51828,8285,0.1598556764683182,-0.8365307656650092,41.63469234334991
愛知県,2305,尾張西部,収縮期血圧,心血管,128461,26096,0.2031433664692007,69030,14692,0.2128349992756772,59431,11404,0.1918863892581312,-0.07200945017252879,49.279905498274715
愛知県,2306,尾張北部,収縮期血圧,心血管,164985,33358,0.2021880777040337,92022,19704,0.2141227097867901,72963,13654,0.1871359456162712,-0.10030601999667006,48.9969398000333
愛知県,2307,知多半島,収縮期血圧,心血管,157325,28929,0.1838805021452407,88028,17574,0.1996410233107647,69297,11355,0.1638599073552967,-0.64259397417308,43.5740602582692
愛知県,2308,西三河北部,収縮期血圧,心血管,121840,19662,0.1613755745239658,71371,12178,0.1706295273990836,50469,7484,0.1482890487229784,-1.309211523800933,36.90788476199067
愛知県,2309,西三河南部西,収縮期血圧,心血管,160108,30783,0.1922639718190221,91884,19162,0.208545557441992,68224,11621,0.1703359521575985,-0.3942675584936778,46.05732441506322
愛知県,2310,西三河南部東,収縮期血圧,心血管,106834,19419,0.1817679764868862,59674,11808,0.1978751214934477,47160,7611,0.1613867684478371,-0.7051690111426268,42.94830988857373
愛知県,2311,東三河北部,収縮期血圧,心血管,13474,3108,0.2306664687546385,7507,1811,0.2412415079259358,5967,1297,0.2173621585386291,0.7432512479481227,57.432512479481225
愛知県,2312,東三河南部,収縮期血圧,心血管,153149,32322,0.2110493702211571,86015,19588,0.2277277219089693,67134,12734,0.1896803408109154,0.1621739667737032,51.62173966773703
愛知県,2313,名古屋・尾張中部,収縮期血圧,心血管,561518,95034,0.1692447971391834,318566,60368,0.1894991932597954,242952,34666,0.1426866212255919,-1.0761175994164183,39.238824005835816
新潟県,1501,下越,収縮期血圧,心血管,54087,10369,0.1917096529665169,28534,5978,0.209504450830588,25553,4391,0.171838923022737,-0.41068701477400904,45.89312985225991
新潟県,1502,新潟,収縮期血圧,心血管,226747,35995,0.1587452094184267,122998,21998,0.178848436559944,103749,13997,0.1349121437315058,-1.3871254620632125,36.12874537936787
新潟県,1503,県央,収縮期血圧,心血管,57862,9973,0.1723583699146244,31319,6024,0.1923433059803952,26543,3949,0.1487774554496477,-0.9838905863337211,40.16109413666279
新潟県,1504,中越,収縮期血圧,心血管,119279,20500,0.1718659613175831,63715,12040,0.188966491407047,55564,8460,0.1522568569577424,-0.9984762014442997,40.015237985557
新潟県,1505,魚沼,収縮期血圧,心血管,43230,7971,0.1843858431644691,23261,4844,0.2082455612398435,19969,3127,0.1565927187140067,-0.6276252883086556,43.723747116913444
新潟県,1506,上越,収縮期血圧,心血管,72628,9759,0.1343696645921683,39501,5752,0.1456165666691982,33127,4007,0.1209587345669695,-2.1091524881605204,28.908475118394797
新潟県,1507,佐渡,収縮期血圧,心血管,13515,2446,0.1809840917499075,7400,1540,0.2081081081081081,6115,906,0.1481602616516762,-0.7283884291896066,42.716115708103935
東京都,1301,区中央部,収縮期血圧,心血管,332227,38642,0.1163120396596303,194500,27045,0.1390488431876606,137727,11597,0.084202807002258,-2.644036664959547,23.559633350404532
東京都,1302,区南部,収縮期血圧,心血管,305352,42493,0.1391607063323639,169460,27778,0.1639206892482001,135892,14715,0.1082845200600476,-1.9672372348097502,30.327627651902496
東京都,1303,区西南部,収縮期血圧,心血管,326119,34705,0.1064182093039657,162568,21144,0.1300624969243639,163551,13561,0.0829160323079651,-2.937101413227916,20.62898586772084
東京都,1304,区西部,収縮期血圧,心血管,302793,37584,0.1241244018190645,155589,22963,0.1475875543900918,147204,14621,0.0993247466101464,-2.4126270018329623,25.873729981670376
東京都,1305,区西北部,収縮期血圧,心血管,469784,70139,0.1493005296050951,243697,41753,0.1713316126173075,226087,28386,0.1255534373935697,-1.6668859403075809,33.33114059692419
東京都,1306,区東北部,収縮期血圧,心血管,306881,52207,0.1701213173836112,162674,31404,0.1930486740351869,144207,20803,0.1442579070364129,-1.0501542287549945,39.498457712450055
東京都,1307,区東部,収縮期血圧,心血管,372995,55342,0.1483719620906446,203992,34853,0.1708547394015451,169003,20489,0.1212345342982077,-1.69439100104645,33.0560899895355
東京都,1308,西多摩,収縮期血圧,心血管,95187,19454,0.2043766480716904,51163,11486,0.2244981725074761,44024,7968,0.1809921860803198,-0.035478465772667736,49.645215342273325
東京都,1309,南多摩,収縮期血圧,心血管,355349,59171,0.1665151724079707,189554,34613,0.1826023191280585,165795,24558,0.1481226816248982,-1.156971703030794,38.43028296969206
東京都,1310,北多摩西部,収縮期血圧,心血管,161426,27494,0.1703195272137078,87421,16408,0.1876894567666807,74005,11086,0.1498006891426255,-1.0442830634051339,39.55716936594866
東京都,1311,北多摩南部,収縮期血圧,心血管,265394,36578,0.1378252711063551,138779,21673,0.156169161040215,126615,14905,0.1177190696205031,-2.006794107554684,29.93205892445316
東京都,1312,北多摩北部,収縮期血圧,心血管,182636,28984,0.1586981756061236,95838,17074,0.1781548028965546,86798,11910,0.1372151432060646,-1.3885186487125896,36.11481351287411
東京都,1313,島しょ,収縮期血圧,心血管,5049,1142,0.2261834026539909,2717,702,0.2583732057416268,2332,440,0.1886792452830188,0.6104585285434955,56.10458528543496
栃木県,901,県北,収縮期血圧,心血管,94636,19372,0.2047001141214759,51985,11648,0.2240646340290468,42651,7724,0.1810977468289137,-0.025897091012236573,49.741029089877635
栃木県,902,県西,収縮期血圧,心血管,42234,9267,0.2194203722119619,23032,5596,0.242966307745745,19202,3671,0.1911780022914279,0.41013107772059215,54.101310777205924
栃木県,903,宇都宮,収縮期血圧,心血管,125242,23394,0.186790373836253,71712,14648,0.2042614904060687,53530,8746,0.1633850177470577,-0.556400782662421,44.43599217337579
栃木県,904,県東,収縮期血圧,心血管,38258,7764,0.2029379476187987,21255,4718,0.2219713008703834,17003,3046,0.1791448567899782,-0.07809415362089304,49.21905846379107
栃木県,905,県南,収縮期血圧,心血管,115223,22255,0.1931472015135867,63943,13661,0.2136434011541529,51280,8594,0.1675897035881435,-0.3681054474814831,46.31894552518517
栃木県,906,両毛,収縮期血圧,心血管,57017,12744,0.2235122858094954,31902,7692,0.2411134098175663,25115,5052,0.2011546884332072,0.5313374846720199,55.3133748467202
沖縄県,4701,北部,収縮期血圧,心血管,21661,6350,0.2931535940168967,11529,3697,0.320669615751583,10132,2653,0.2618436636399526,2.5941798546341075,75.94179854634108
沖縄県,4702,中部,収縮期血圧,心血管,99911,20344,0.2036212228883706,52037,11550,0.2219574533505006,47874,8794,0.1836905209508292,-0.05785488453332022,49.4214511546668
沖縄県,4703,南部,収縮期血圧,心血管,155347,29601,0.1905476127636838,80123,16823,0.2099646793055677,75224,12778,0.169866000212698,-0.44510776055989487,45.54892239440105
沖縄県,4704,宮古,収縮期血圧,心血管,11070,3179,0.2871725383920506,5895,1785,0.3027989821882951,5175,1394,0.2693719806763285,2.417015248201263,74.17015248201263
沖縄県,4705,八重山,収縮期血圧,心血管,11481,2578,0.2245449002700113,6091,1517,0.2490559842390412,5390,1061,0.1968460111317254,0.5619245157864268,55.61924515786427
滋賀県,2501,大津,収縮期血圧,心血管,86021,16181,0.1881052301182269,45596,9308,0.2041407140977278,40425,6873,0.1700185528756957,-0.5174534779853047,44.82546522014695
滋賀県,2502,湖南,収縮期血圧,心血管,83569,13725,0.164235541887542,45850,8369,0.1825299890948745,37719,5356,0.1419974018399215,-1.2244965463521502,37.7550345364785
滋賀県,2503,甲賀,収縮期血圧,心血管,36242,7477,0.206307598918382,20129,4433,0.2202295195985891,16113,3044,0.1889157822875938,0.021718151054329966,50.2171815105433
滋賀県,2504,東近江,収縮期血圧,心血管,53400,10287,0.1926404494382022,29174,5980,0.2049770343456502,24226,4307,0.1777841987946834,-0.38311593018316037,46.168840698168395
滋賀県,2505,湖東,収縮期血圧,心血管,35294,7579,0.2147390491301637,19194,4415,0.2300197978534958,16100,3164,0.1965217391304347,0.2714657963066439,52.714657963066436
滋賀県,2506,湖北,収縮期血圧,心血管,35593,6921,0.1944483465850026,19164,4069,0.2123251930703402,16429,2852,0.1735954714224846,-0.3295642820170064,46.704357179829934
滋賀県,2507,湖西,収縮期血圧,心血管,11076,2576,0.2325749368002889,5773,1468,0.2542871990299671,5303,1108,0.2089383367904959,0.799781902636025,57.99781902636025
熊本県,4302,宇城,収縮期血圧,心血管,23566,5359,0.2274038869557837,12352,3007,0.2434423575129533,11214,2352,0.2097378277153558,0.6466104446177002,56.466104446177
熊本県,4303,有明,収縮期血圧,心血管,33074,7293,0.2205055330471065,17277,4198,0.2429819991896741,15797,3095,0.1959232765715009,0.4422745828697646,54.42274582869764
熊本県,4304,鹿本,収縮期血圧,心血管,11574,2397,0.2071021254536029,5938,1342,0.226002020882452,5636,1055,0.1871894960965223,0.0452527893760536,50.45252789376054
熊本県,4305,菊池,収縮期血圧,心血管,43079,7765,0.1802502379349567,23521,4669,0.1985034649887334,19558,3096,0.1582983945188669,-0.750125883321434,42.49874116678566
熊本県,4306,阿蘇,収縮期血圧,心血管,15348,3074,0.2002866823038832,7821,1716,0.2194092827004219,7527,1358,0.1804171648731234,-0.1566271761386595,48.433728238613405
熊本県,4308,八代,収縮期血圧,心血管,29261,5295,0.1809575885991592,15076,3024,0.2005837092066861,14185,2271,0.1600986958054282,-0.7291734779445538,42.708265220554466
熊本県,4309,芦北,収縮期血圧,心血管,9907,2106,0.2125769657817704,5230,1204,0.2302103250478011,4677,902,0.192858670087663,0.20742281300752793,52.07422813007528
熊本県,4310,球磨,収縮期血圧,心血管,22259,4678,0.2101621815894694,11359,2516,0.2214983713355048,10900,2162,0.198348623853211,0.13589458824531994,51.3589458824532
熊本県,4311,天草,収縮期血圧,心血管,26670,5790,0.2170978627671541,13389,3142,0.234670251699156,13281,2648,0.1993825766132068,0.34133611951678455,53.413361195167845
熊本県,4312,熊本・上益城,収縮期血圧,心血管,175980,29851,0.1696272303670871,92312,17947,0.1944167605511742,83668,11904,0.1422766171057035,-1.0647895602610982,39.35210439738902
石川県,1701,南加賀,収縮期血圧,心血管,56984,10965,0.1924224343675417,29799,6418,0.2153763549112386,27185,4547,0.1672613573661946,-0.3895737457616585,46.10426254238342
石川県,1702,石川中央,収縮期血圧,心血管,184674,33299,0.1803123341672352,98164,20025,0.2039953547125219,86510,13274,0.1534389087966709,-0.7482865333399893,42.51713466660011
石川県,1703,能登中部,収縮期血圧,心血管,29581,6913,0.233697305702985,15076,3957,0.262470151233749,14505,2956,0.2037917959324371,0.8330275464472264,58.330275464472265
石川県,1704,能登北部,収縮期血圧,心血管,14059,3788,0.2694359485027384,7172,2267,0.316090351366425,6887,1521,0.2208508784666763,1.8916404374158173,68.91640437415818
神奈川県,1404,川崎北部,収縮期血圧,心血管,200399,27305,0.1362531749160425,109997,16807,0.1527950762293517,90402,10498,0.1161257494303223,-2.0533611051385714,29.466388948614288
神奈川県,1405,川崎南部,収縮期血圧,心血管,156669,21961,0.1401745080392419,91137,14557,0.1597265655002907,65532,7404,0.1129829701519868,-1.9372074555089427,30.627925444910574
神奈川県,1406,横須賀・三浦,収縮期血圧,心血管,155533,24749,0.1591237872348633,84865,15345,0.1808165910563836,70668,9404,0.1330729608875304,-1.375911623894817,36.24088376105183
神奈川県,1407,湘南東部,収縮期血圧,心血管,175552,27486,0.1565689938024061,96842,16365,0.1689865967245616,78710,11121,0.1412908143819082,-1.451587056689365,35.48412943310635
神奈川県,1408,湘南西部,収縮期血圧,心血管,133325,23657,0.1774385899118695,73712,14022,0.1902268287388756,59613,9635,0.1616258198715045,-0.8334095955425093,41.66590404457491
神奈川県,1409,県央,収縮期血圧,心血管,196807,36127,0.1835656252064205,111863,21996,0.1966333819046512,84944,14131,0.1663566585044264,-0.6519209312254641,43.480790687745355
神奈川県,1410,相模原,収縮期血圧,心血管,157771,26970,0.1709439630857382,89047,16858,0.1893157546015025,68724,10112,0.1471392817647401,-1.0257866737291623,39.74213326270838
神奈川県,1411,県西,収縮期血圧,心血管,77965,14121,0.1811197332136215,44403,8734,0.1966984212778416,33562,5387,0.1605089088850485,-0.7243705988863681,42.75629401113632
神奈川県,1412,横浜,収縮期血圧,心血管,886414,123072,0.1388425724322946,499147,79520,0.1593117859067569,387267,43552,0.1124598791014984,-1.9766606661793886,30.233393338206113
福井県,1801,福井・坂井,収縮期血圧,心血管,94988,19049,0.2005411209837032,51086,11647,0.2279880985005676,43902,7402,0.1686027971390825,-0.1490904583083914,48.50909541691608
福井県,1802,奥越,収縮期血圧,心血管,13858,2782,0.2007504690431519,7182,1626,0.2263993316624895,6676,1156,0.1731575793888556,-0.14288936791798618,48.571106320820135
福井県,1803,丹南,収縮期血圧,心血管,42844,9436,0.2202408738679862,22759,5606,0.2463201370886242,20085,3830,0.190689569330346,0.4344351240436491,54.34435124043649
福井県,1804,嶺南,収縮期血圧,心血管,30627,6809,0.222320175008979,16653,4021,0.2414579955563562,13974,2788,0.1995133819951338,0.4960260189300065,54.960260189300065
福岡県,4001,福岡・糸島,収縮期血圧,心血管,359650,55248,0.1536160155706937,195155,34843,0.1785401347646742,164495,20405,0.1240463235964619,-1.5390571052963016,34.60942894703699
福岡県,4002,粕屋,収縮期血圧,心血管,64102,11940,0.1862656391376244,35597,7343,0.2062814282102424,28505,4597,0.1612699526398877,-0.5719439279189216,44.28056072081078
福岡県,4003,宗像,収縮期血圧,心血管,34750,6441,0.1853525179856115,18415,3755,0.2039098560955742,16335,2686,0.1644322007958371,-0.5989914525815986,44.01008547418402
福岡県,4004,筑紫,収縮期血圧,心血管,94840,15616,0.1646562631800928,50736,9701,0.1912054556922106,44104,5915,0.1341148195175041,-1.2120343779845724,37.879656220154274
福岡県,4005,朝倉,収縮期血圧,心血管,18545,3664,0.1975734699379887,9879,2158,0.2184431622633869,8666,1506,0.1737825986614355,-0.23699512974464054,47.630048702553594
福岡県,4006,久留米,収縮期血圧,心血管,96585,16857,0.1745302065538127,50415,10097,0.2002776951304175,46170,6760,0.1464154212692224,-0.9195587012029706,40.804412987970295
福岡県,4007,八女・筑後,収縮期血圧,心血管,28867,5038,0.1745245435964942,14979,2902,0.1937378997262834,13888,2136,0.1538018433179723,-0.9197264434323545,40.80273556567646
福岡県,4008,有明,収縮期血圧,心血管,42621,8710,0.2043593533704042,22274,5157,0.2315255454790338,20347,3553,0.1746203371504398,-0.03599075141903664,49.64009248580963
福岡県,4009,飯塚,収縮期血圧,心血管,35574,8487,0.2385731151964918,18136,4782,0.2636744596382885,17438,3705,0.2124670260350957,0.9774537019857616,59.77453701985762
福岡県,4010,直方・鞍手,収縮期血圧,心血管,21749,5269,0.2422640121384891,11786,3103,0.2632784659765824,9963,2166,0.2174043962661848,1.0867816108245905,60.867816108245904
福岡県,4011,田川,収縮期血圧,心血管,21263,4997,0.2350091708601796,10843,2843,0.2621968090011989,10420,2154,0.2067178502879078,0.8718862511383945,58.718862511383946
福岡県,4012,北九州,収縮期血圧,心血管,228738,42844,0.187306000751952,122513,25796,0.2105572469860341,106225,17048,0.160489526947517,-0.5411274186752159,44.58872581324784
福岡県,4013,京築,収縮期血圧,心血管,41172,8573,0.2082240357524531,22425,4888,0.2179710144927536,18747,3685,0.1965647836987251,0.07848484890130898,50.784848489013086
福島県,701,県北,収縮期血圧,心血管,122255,23445,0.1917712976974357,65217,13670,0.2096079243142125,57038,9775,0.1713769767523405,-0.408861038696054,45.91138961303946
福島県,702,県中,収縮期血圧,心血管,123787,23886,0.1929604885811918,65481,14014,0.2140162795314671,58306,9872,0.1693136212396666,-0.3736360636901417,46.263639363098584
福島県,703,県南,収縮期血圧,心血管,36626,8019,0.2189428274995904,19829,4714,0.2377326138484038,16797,3305,0.1967613264273382,0.395985745135835,53.95985745135835
福島県,706,相双,収縮期血圧,心血管,35472,8666,0.2443053676138926,19004,5023,0.26431277625763,16468,3643,0.2212169055137235,1.1472485186873134,61.47248518687313
福島県,707,いわき,収縮期血圧,心血管,72672,13972,0.192261118450022,40087,8646,0.2156808940554294,32585,5326,0.1634494399263464,-0.3943520780212694,46.056479219787306
福島県,708,会津・南会津,収縮期血圧,心血管,64934,14914,0.2296793667416145,33596,8446,0.2513989760685796,31338,6468,0.2063947922649818,0.7140123391976348,57.140123391976346
秋田県,501,大館・鹿角,収縮期血圧,心血管,24893,7058,0.2835335234804965,13233,4232,0.3198065442454469,11660,2826,0.2423670668953687,2.3092241348849876,73.09224134884988
秋田県,502,北秋田,収縮期血圧,心血管,7170,1808,0.2521617852161785,3780,1074,0.2841269841269841,3390,734,0.2165191740412979,1.3799631463023772,63.79963146302377
秋田県,503,能代・山本,収縮期血圧,心血管,17806,4332,0.2432887790632371,9260,2579,0.2785097192224622,8546,1753,0.2051252047741633,1.1171361903998378,61.171361903998374
秋田県,504,秋田周辺,収縮期血圧,心血管,92626,19164,0.2068965517241379,49876,11863,0.2378498676718261,42750,7301,0.1707836257309941,0.03916349826123702,50.39163498261237
秋田県,505,由利本荘・にかほ,収縮期血圧,心血管,22687,4461,0.1966324326706924,11645,2518,0.2162301416917131,11042,1943,0.1759644991849302,-0.26486955652753436,47.35130443472465
秋田県,506,大仙・仙北,収縮期血圧,心血管,29683,7129,0.2401711417309571,15113,4062,0.2687752266260835,14570,3067,0.2105010295126973,1.0247887812436263,60.24788781243626
秋田県,507,横手,収縮期血圧,心血管,21821,4969,0.2277164199624215,11310,2831,0.2503094606542882,10511,2138,0.2034059556654933,0.6558679721498379,56.55867972149838
秋田県,508,湯沢・雄勝,収縮期血圧,心血管,15420,3522,0.2284046692607003,8169,2070,0.2533969886154976,7251,1452,0.2002482416218452,0.6762545767402911,56.76254576740291
群馬県,1001,前橋,収縮期血圧,心血管,82444,17611,0.2136116636747368,45005,10347,0.2299077880235529,37439,7264,0.1940222762360105,0.23807155739017205,52.38071557390172
群馬県,1002,渋川,収縮期血圧,心血管,26170,6147,0.2348872755063049,14188,3650,0.2572596560473639,11982,2497,0.2083959272241695,0.8682755937979919,58.68275593797992
群馬県,1003,伊勢崎,収縮期血圧,心血管,60204,11394,0.1892565278054614,32878,6781,0.206247338645903,27326,4613,0.1688135841323282,-0.4833509358188976,45.16649064181102
群馬県,1004,高崎・安中,収縮期血圧,心血管,101562,19775,0.1947086508733581,55297,11844,0.2141888348373329,46265,7931,0.1714254836269318,-0.3218538192338636,46.781461807661366
群馬県,1005,藤岡,収縮期血圧,心血管,15157,3437,0.226759912911526,8184,1904,0.2326490713587487,6973,1533,0.2198479850853291,0.6275353155334732,56.275353155334734
群馬県,1006,富岡,収縮期血圧,心血管,16554,3407,0.2058112842817445,8744,1983,0.2267840805123513,7810,1424,0.1823303457106274,0.007016835303065204,50.07016835303065
群馬県,1007,吾妻,収縮期血圧,心血管,12661,3379,0.2668825527209541,6843,1919,0.2804325588192313,5818,1460,0.2509453420419388,1.8160064043752482,68.16006404375248
群馬県,1008,沼田,収縮期血圧,心血管,19325,4538,0.2348253557567917,10108,2540,0.2512861100118718,9217,1998,0.2167733535857654,0.8664414714053904,58.664414714053905
群馬県,1009,桐生,収縮期血圧,心血管,36533,8513,0.2330221991076561,19506,4840,0.2481287808879319,17027,3673,0.2157162154225641,0.8130302413285769,58.13030241328577
群馬県,1010,太田・館林,収縮期血圧,心血管,92538,19833,0.2143227647020683,52116,11548,0.2215826233786169,40422,8285,0.2049626441046954,0.25913505212140786,52.59135052121408
茨城県,801,水戸,収縮期血圧,心血管,105353,19169,0.181950205499606,57634,11785,0.2044799944477218,47719,7384,0.1547392024141327,-0.6997712129370667,43.00228787062933
茨城県,802,日立,収縮期血圧,心血管,60488,12453,0.2058755455627562,34727,7286,0.209807930428773,25761,5167,0.2005745118590116,0.00892031610535258,50.089203161053526
茨城県,803,常陸太田・ひたちなか,収縮期血圧,心血管,87798,17098,0.1947424770495911,48974,10388,0.2121125495160697,38824,6710,0.1728312384092314,-0.32085185543761413,46.79148144562386
茨城県,804,鹿行,収縮期血圧,心血管,59956,12257,0.2044332510507705,33092,7357,0.222319593859543,26864,4900,0.1824002382370458,-0.033801831221737196,49.66198168778263
茨城県,805,土浦,収縮期血圧,心血管,59392,11901,0.2003805226293103,32899,7082,0.2152649016687437,26493,4819,0.1818971048956328,-0.1538475356596843,48.46152464340316
茨城県,806,つくば,収縮期血圧,心血管,80596,13724,0.1702814035436002,45138,8576,0.1899951260578669,35458,5148,0.1451858536860511,-1.0454123230933956,39.54587676906604
茨城県,807,取手・竜ヶ崎,収縮期血圧,心血管,107708,18915,0.1756136962899691,59152,11487,0.1941946172572356,48556,7428,0.1529780047779883,-0.887464695609249,41.12535304390751
茨城県,808,筑西・下妻,収縮期血圧,心血管,57591,12268,0.213019395391641,31127,7326,0.2353583705464709,26464,4942,0.1867442563482466,0.22052800256325572,52.205280025632554
茨城県,809,古河・坂東,収縮期血圧,心血管,51380,10778,0.2097703386531724,28345,6445,0.2273769624272358,23035,4333,0.1881050575211634,0.12428782449877279,51.24287824498773
長崎県,4201,長崎,収縮期血圧,心血管,112717,23078,0.204742851566312,58940,13706,0.232541567695962,53777,9372,0.1742752477825092,-0.02463116688959848,49.753688331104016
長崎県,4202,佐世保県北,収縮期血圧,心血管,63002,12845,0.2038824164312244,32570,7393,0.2269880257906048,30432,5452,0.1791535226077812,-0.050118081178697343,49.49881918821303
長崎県,4203,県央,収縮期血圧,心血管,60218,12334,0.2048224783287389,31672,7220,0.2279616064662793,28546,5114,0.1791494430042738,-0.02227254578460817,49.77727454215392
長崎県,4204,県南,収縮期血圧,心血管,27657,5182,0.1873666702823878,13625,2813,0.2064587155963302,14032,2369,0.1688283922462941,-0.5393303289712726,44.606696710287274
長崎県,4206,五島,収縮期血圧,心血管,7454,1786,0.2396028977730077,3839,1014,0.2641312841885908,3615,772,0.2135546334716459,1.0079568499788942,60.07956849978894
長崎県,4207,上五島,収縮期血圧,心血管,4580,991,0.2163755458515283,2504,608,0.242811501597444,2076,383,0.1844894026974951,0.31994039941262276,53.19940399412623
長崎県,4208,壱岐,収縮期血圧,心血管,6058,1518,0.2505777484318257,3015,748,0.2480928689883913,3043,770,0.25303976339139,1.3330424568660146,63.33042456866015
長崎県,4209,対馬,収縮期血圧,心血管,6290,1788,0.2842607313195548,3241,969,0.2989817957420549,3049,819,0.268612659888488,2.330764728834064,73.30764728834063
長野県,2001,佐久,収縮期血圧,心血管,51013,7960,0.1560386568129692,27475,4914,0.1788535031847133,23538,3046,0.1294077661653496,-1.4672961471750077,35.32703852824992
長野県,2002,上小,収縮期血圧,心血管,45872,8867,0.1932987443320544,24650,5269,0.2137525354969574,21222,3598,0.1695410423145792,-0.36361660379308364,46.363833962069165
長野県,2003,諏訪,収縮期血圧,心血管,48061,9364,0.1948357295936414,25989,5504,0.2117819077301935,22072,3860,0.1748822036969916,-0.3180896256069968,46.81910374393003
長野県,2004,上伊那,収縮期血圧,心血管,49540,7791,0.1572668550666128,26861,4776,0.1778042515170693,22679,3015,0.1329423695930155,-1.4309157364454426,35.69084263554558
長野県,2005,飯伊,収縮期血圧,心血管,40981,7766,0.1895024523559698,21972,4538,0.206535590751866,19009,3228,0.1698142984901888,-0.4760664146681492,45.23933585331851
長野県,2006,木曽,収縮期血圧,心血管,6952,1449,0.2084292289988492,3883,905,0.2330672160700489,3069,544,0.1772564353209514,0.08456286974255073,50.84562869742551
長野県,2007,松本,収縮期血圧,心血管,106863,18541,0.1735025219205899,58459,11101,0.189893771703245,48404,7440,0.1537063052640277,-0.9499997061027845,40.50000293897216
長野県,2008,大北,収縮期血圧,心血管,15291,3049,0.1993983388921588,8274,1835,0.2217790669567319,7017,1214,0.1730084081516317,-0.18294076035974097,48.17059239640259
長野県,2009,長野,収縮期血圧,心血管,140915,26671,0.1892701273817549,75658,15451,0.204221628909038,65257,11220,0.1719355777924207,-0.4829481033202864,45.17051896679713
長野県,2010,北信,収縮期血圧,心血管,22168,4078,0.1839588596174666,11769,2411,0.2048602260175036,10399,1667,0.160303875372632,-0.6402729506617276,43.59727049338272
青森県,201,津軽地域,収縮期血圧,心血管,60809,13275,0.2183065006824647,30873,7386,0.239238169274123,29936,5889,0.196719668626403,0.377137134256775,53.77137134256775
青森県,202,八戸地域,収縮期血圧,心血管,78451,15034,0.1916355432053128,42679,9389,0.2199910963237189,35772,5645,0.1578049871407805,-0.4128822170092152,45.87117782990785
青森県,203,青森地域,収縮期血圧,心血管,74811,13317,0.1780085816256967,39226,7806,0.1990006628256768,35585,5511,0.1548686244204018,-0.8165258940717052,41.83474105928295
青森県,204,西北五地域,収縮期血圧,心血管,26278,6561,0.2496765355049851,13307,3741,0.281130232208612,12971,2820,0.2174080641430884,1.3063476652588872,63.063476652588875
青森県,205,上十三地域,収縮期血圧,心血管,38442,6984,0.1816762915561105,20857,4153,0.1991178021767272,17585,2831,0.1609894796701734,-0.7078848067639248,42.92115193236075
青森県,206,下北地域,収縮期血圧,心血管,14329,3080,0.2149487054225696,7746,1934,0.2496772527756261,6583,1146,0.1740847637855081,0.2776760168529906,52.776760168529904
静岡県,2201,賀茂,収縮期血圧,心血管,12626,3347,0.2650879138286076,6611,1815,0.2745424292845257,6015,1532,0.2546965918536991,1.7628474784273171,67.62847478427318
静岡県,2202,熱海伊東,収縮期血圧,心血管,20971,4335,0.2067140336655381,10402,2489,0.239280907517785,10569,1846,0.1746617466174661,0.033757138239371424,50.33757138239371
静岡県,2203,駿東田方,収縮期血圧,心血管,157475,30249,0.1920876329576123,85697,17588,0.205234722335671,71778,12661,0.1763910947644125,-0.3994908847658335,46.00509115234166
静岡県,2204,富士,収縮期血圧,心血管,93967,16711,0.1778390285951451,53601,10367,0.1934105706983078,40366,6344,0.1571619679928652,-0.8215482175228332,41.78451782477167
静岡県,2205,静岡,収縮期血圧,心血管,168540,29047,0.1723448439539575,93263,17906,0.1919946817065717,75277,11141,0.1480000531370804,-0.9842912382668383,40.15708761733162
静岡県,2206,志太榛原,収縮期血圧,心血管,114227,21511,0.1883179983716634,61650,12345,0.2002433090024331,52577,9166,0.1743347851722236,-0.5111510781673043,44.88848921832695
静岡県,2207,中東遠,収縮期血圧,心血管,119579,22995,0.1922996512765619,66615,13618,0.204428432034827,52964,9377,0.1770447851370742,-0.39321069872689746,46.06789301273103
静岡県,2208,西部,収縮期血圧,心血管,212844,38980,0.1831388246791077,118611,23386,0.1971655242768377,94233,15594,0.1654834293718761,-0.6645631723597204,43.354368276402795
香川県,3702,小豆,収縮期血圧,心血管,5849,1356,0.2318345016242092,3096,737,0.2380490956072351,2753,619,0.2248456229567744,0.7778495022727419,57.77849502272742
