pref_code,pref,pref_en,area,topo_id,region_code,region_name,domain,indicator,n_total,n_risk,risk_rate,risk_rate_pct,n_male,n_risk_male,risk_rate_male,risk_rate_male_pct,n_female,n_risk_female,risk_rate_female,risk_rate_female_pct
07,福島県,Fukushima,東北,JP.FS,702,県中,心血管,収縮期血圧,123787,23886,0.1929604885811918,19.3,65481,14014,0.2140162795314671,21.4,58306,9872,0.1693136212396666,16.93
07,福島県,Fukushima,東北,JP.FS,702,県中,心血管,心電図,695,453,0.6517985611510791,65.18,255,178,0.6980392156862745,69.8,440,275,0.625,62.5
07,福島県,Fukushima,東北,JP.FS,702,県中,糖尿病,HbA1c,81133,6558,0.0808302417018968,8.08,41204,4279,0.1038491408601106,10.38,39929,2279,0.0570763104510506,5.71
07,福島県,Fukushima,東北,JP.FS,702,県中,糖尿病,空腹時血糖,112195,7079,0.0630955033646775,6.31,58821,5259,0.0894068444943132,8.94,53374,1820,0.0340989995128714,3.41
07,福島県,Fukushima,東北,JP.FS,703,県南,CKD,eGFR,3083,266,0.0862795977943561,8.63,2044,170,0.0831702544031311,8.32,1039,96,0.0923965351299326,9.24
07,福島県,Fukushima,東北,JP.FS,703,県南,CKD,尿蛋白,36348,951,0.0261637504126774,2.62,19764,706,0.0357215138635903,3.57,16584,245,0.0147732754462132,1.48
07,福島県,Fukushima,東北,JP.FS,703,県南,心血管,LDL,36332,9119,0.2509908620499835,25.1,19632,4859,0.2475040749796251,24.75,16700,4260,0.2550898203592814,25.51
07,福島県,Fukushima,東北,JP.FS,703,県南,心血管,中性脂肪,36608,6065,0.1656741695804195,16.57,19817,4277,0.2158247968915577,21.58,16791,1788,0.1064856172949794,10.65
07,福島県,Fukushima,東北,JP.FS,703,県南,心血管,収縮期血圧,36626,8019,0.2189428274995904,21.89,19829,4714,0.2377326138484038,23.77,16797,3305,0.1967613264273382,19.68
07,福島県,Fukushima,東北,JP.FS,703,県南,心血管,心電図,100,14,0.14,14.0,36,0,0.0,0.0,64,14,0.21875,21.88
07,福島県,Fukushima,東北,JP.FS,703,県南,糖尿病,HbA1c,27249,2288,0.0839663840874894,8.4,14625,1535,0.1049572649572649,10.5,12624,753,0.059648288973384,5.96
07,福島県,Fukushima,東北,JP.FS,703,県南,糖尿病,空腹時血糖,32924,2141,0.065028550601385,6.5,17585,1560,0.0887119704293431,8.87,15339,581,0.0378773062129213,3.79
07,福島県,Fukushima,東北,JP.FS,706,相双,CKD,eGFR,1677,157,0.0936195587358378,9.36,1029,101,0.0981535471331389,9.82,648,56,0.0864197530864197,8.64
07,福島県,Fukushima,東北,JP.FS,706,相双,CKD,尿蛋白,35373,886,0.0250473525004947,2.5,18978,695,0.036621351038044,3.66,16395,191,0.0116498932601402,1.16
07,福島県,Fukushima,東北,JP.FS,706,相双,心血管,LDL,35428,9289,0.2621937450604042,26.22,18963,4839,0.2551811422243316,25.52,16465,4450,0.2702702702702703,27.03
07,福島県,Fukushima,東北,JP.FS,706,相双,心血管,中性脂肪,35438,6733,0.1899937919747164,19.0,18972,4531,0.2388256377819945,23.88,16466,2202,0.1337301105307907,13.37
07,福島県,Fukushima,東北,JP.FS,706,相双,心血管,収縮期血圧,35472,8666,0.2443053676138926,24.43,19004,5023,0.26431277625763,26.43,16468,3643,0.2212169055137235,22.12
07,福島県,Fukushima,東北,JP.FS,706,相双,心血管,心電図,826,289,0.3498789346246973,34.99,510,185,0.3627450980392157,36.27,316,104,0.3291139240506329,32.91
07,福島県,Fukushima,東北,JP.FS,706,相双,糖尿病,HbA1c,26080,2853,0.1093941717791411,10.94,13110,1838,0.1401983218916857,14.02,12970,1015,0.0782575173477255,7.83
07,福島県,Fukushima,東北,JP.FS,706,相双,糖尿病,空腹時血糖,31122,2667,0.0856950067476383,8.57,16795,1970,0.1172968145281333,11.73,14327,697,0.0486494032246806,4.86
07,福島県,Fukushima,東北,JP.FS,707,いわき,CKD,eGFR,3786,405,0.1069730586370839,10.7,2487,304,0.1222356252513068,12.22,1299,101,0.0777521170130869,7.78
07,福島県,Fukushima,東北,JP.FS,707,いわき,CKD,尿蛋白,72424,2560,0.0353473986523804,3.53,40018,1904,0.0475785896346644,4.76,32406,656,0.0202431648460161,2.02
07,福島県,Fukushima,東北,JP.FS,707,いわき,心血管,LDL,72563,19962,0.2750988795942836,27.51,40006,11054,0.2763085537169424,27.63,32557,8908,0.2736124335780324,27.36
07,福島県,Fukushima,東北,JP.FS,707,いわき,心血管,中性脂肪,72625,12146,0.1672426850258175,16.72,40052,8843,0.2207879756316788,22.08,32573,3303,0.1014030024867221,10.14
07,福島県,Fukushima,東北,JP.FS,707,いわき,心血管,収縮期血圧,72672,13972,0.192261118450022,19.23,40087,8646,0.2156808940554294,21.57,32585,5326,0.1634494399263464,16.34
07,福島県,Fukushima,東北,JP.FS,707,いわき,心血管,心電図,200,56,0.28,28.0,85,25,0.2941176470588235,29.41,115,31,0.2695652173913043,26.96
07,福島県,Fukushima,東北,JP.FS,707,いわき,糖尿病,HbA1c,44963,3796,0.0844249716433512,8.44,23882,2637,0.1104178879490829,11.04,21081,1159,0.0549784165836535,5.5
07,福島県,Fukushima,東北,JP.FS,707,いわき,糖尿病,空腹時血糖,67811,4982,0.0734689062246538,7.35,37249,3830,0.1028215522564364,10.28,30562,1152,0.0376938682023427,3.77
07,福島県,Fukushima,東北,JP.FS,708,会津・南会津,CKD,eGFR,3389,265,0.0781941575686043,7.82,2042,173,0.0847208619000979,8.47,1347,92,0.0682999257609502,6.83
07,福島県,Fukushima,東北,JP.FS,708,会津・南会津,CKD,尿蛋白,64662,1973,0.0305125112121493,3.05,33552,1324,0.0394611349546971,3.95,31110,649,0.0208614593378334,2.09
07,福島県,Fukushima,東北,JP.FS,708,会津・南会津,心血管,LDL,64808,15843,0.2444605604246389,24.45,33501,8010,0.2390973403778991,23.91,31307,7833,0.2501996358641837,25.02
07,福島県,Fukushima,東北,JP.FS,708,会津・南会津,心血管,中性脂肪,64827,11316,0.1745568975889675,17.46,33518,7763,0.2316068977862641,23.16,31309,3553,0.1134817464626784,11.35
07,福島県,Fukushima,東北,JP.FS,708,会津・南会津,心血管,収縮期血圧,64934,14914,0.2296793667416145,22.97,33596,8446,0.2513989760685796,25.14,31338,6468,0.2063947922649818,20.64
07,福島県,Fukushima,東北,JP.FS,708,会津・南会津,心血管,心電図,78,13,0.1666666666666666,16.67,25,0,0.0,0.0,53,13,0.2452830188679245,24.53
07,福島県,Fukushima,東北,JP.FS,708,会津・南会津,糖尿病,HbA1c,44930,3936,0.0876029379034053,8.76,22772,2669,0.1172053398910943,11.72,22158,1267,0.0571802509251737,5.72
07,福島県,Fukushima,東北,JP.FS,708,会津・南会津,糖尿病,空腹時血糖,58295,4180,0.0717042628012694,7.17,29951,3069,0.1024673633601549,10.25,28344,1111,0.0391970081851538,3.92
08,茨城県,Ibaraki,関東,JP.IB,801,水戸,CKD,eGFR,10067,1219,0.1210887056719976,12.11,6210,845,0.1360708534621578,13.61,3857,374,0.0969665543168265,9.7
08,茨城県,Ibaraki,関東,JP.IB,801,水戸,CKD,尿蛋白,105014,2316,0.0220542022968366,2.21,57557,1768,0.0307173758187535,3.07,47457,548,0.0115472954464041,1.15
08,茨城県,Ibaraki,関東,JP.IB,801,水戸,心血管,LDL,105242,30033,0.2853708595427681,28.54,57555,16268,0.2826513769437929,28.27,47687,13765,0.2886530920376622,28.87
08,茨城県,Ibaraki,関東,JP.IB,801,水戸,心血管,中性脂肪,105295,19547,0.1856403437960017,18.56,57596,13722,0.2382457115077436,23.82,47699,5825,0.1221199605861758,12.21
08,茨城県,Ibaraki,関東,JP.IB,801,水戸,心血管,収縮期血圧,105353,19169,0.181950205499606,18.2,57634,11785,0.2044799944477218,20.45,47719,7384,0.1547392024141327,15.47
08,茨城県,Ibaraki,関東,JP.IB,801,水戸,心血管,心電図,2075,523,0.2520481927710843,25.2,1364,380,0.2785923753665689,27.86,711,143,0.2011251758087201,20.11
08,茨城県,Ibaraki,関東,JP.IB,801,水戸,糖尿病,HbA1c,90395,7686,0.0850268267050168,8.5,49480,5384,0.1088116410670978,10.88,40915,2302,0.0562629842356104,5.63
08,茨城県,Ibaraki,関東,JP.IB,801,水戸,糖尿病,空腹時血糖,73617,4617,0.0627164921145931,6.27,43060,3694,0.0857872735717603,8.58,30557,923,0.0302058448146087,3.02
08,茨城県,Ibaraki,関東,JP.IB,802,日立,CKD,eGFR,3634,458,0.1260319207484865,12.6,2217,315,0.142083897158322,14.21,1417,143,0.1009174311926605,10.09
08,茨城県,Ibaraki,関東,JP.IB,802,日立,CKD,尿蛋白,60145,2139,0.0355640535372848,3.56,34688,1685,0.0485758763837638,4.86,25457,454,0.0178339945790941,1.78
08,茨城県,Ibaraki,関東,JP.IB,802,日立,心血管,LDL,60444,18316,0.3030242869432863,30.3,34692,10006,0.2884238441139167,28.84,25752,8310,0.3226933830382106,32.27
08,茨城県,Ibaraki,関東,JP.IB,802,日立,心血管,中性脂肪,60445,12288,0.2032922491521217,20.33,34697,8517,0.24546790788829,24.55,25748,3771,0.1464579773186267,14.65
08,茨城県,Ibaraki,関東,JP.IB,802,日立,心血管,収縮期血圧,60488,12453,0.2058755455627562,20.59,34727,7286,0.209807930428773,20.98,25761,5167,0.2005745118590116,20.06
08,茨城県,Ibaraki,関東,JP.IB,802,日立,心血管,心電図,1039,593,0.5707410972088547,57.07,701,376,0.536376604850214,53.64,338,217,0.6420118343195266,64.2
08,茨城県,Ibaraki,関東,JP.IB,802,日立,糖尿病,HbA1c,50605,4588,0.0906629779666041,9.07,28619,3368,0.1176840560466822,11.77,21986,1220,0.0554898571818429,5.55
08,茨城県,Ibaraki,関東,JP.IB,802,日立,糖尿病,空腹時血糖,42864,3883,0.0905888391190742,9.06,26393,3165,0.1199181601182131,11.99,16471,718,0.0435917673486734,4.36
08,茨城県,Ibaraki,関東,JP.IB,803,常陸太田・ひたちなか,CKD,eGFR,6153,753,0.1223793271574841,12.24,3634,504,0.1386901485965878,13.87,2519,249,0.0988487495037713,9.88
08,茨城県,Ibaraki,関東,JP.IB,803,常陸太田・ひたちなか,CKD,尿蛋白,87517,2164,0.0247266245415176,2.47,48921,1718,0.0351178430530855,3.51,38596,446,0.0115556016167478,1.16
08,茨城県,Ibaraki,関東,JP.IB,803,常陸太田・ひたちなか,心血管,LDL,87679,24792,0.2827586993464798,28.28,48892,13541,0.2769573754397447,27.7,38787,11251,0.2900714156805115,29.01
08,茨城県,Ibaraki,関東,JP.IB,803,常陸太田・ひたちなか,心血管,中性脂肪,87742,15732,0.1792983975747076,17.93,48937,11359,0.2321147597932035,23.21,38805,4373,0.1126916634454322,11.27
08,茨城県,Ibaraki,関東,JP.IB,803,常陸太田・ひたちなか,心血管,収縮期血圧,87798,17098,0.1947424770495911,19.47,48974,10388,0.2121125495160697,21.21,38824,6710,0.1728312384092314,17.28
08,茨城県,Ibaraki,関東,JP.IB,803,常陸太田・ひたちなか,心血管,心電図,1768,478,0.2703619909502262,27.04,1144,350,0.3059440559440559,30.59,624,128,0.2051282051282051,20.51
08,茨城県,Ibaraki,関東,JP.IB,803,常陸太田・ひたちなか,糖尿病,HbA1c,78257,6694,0.0855386738566518,8.55,43450,4785,0.110126582278481,11.01,34807,1909,0.0548452897405694,5.48
08,茨城県,Ibaraki,関東,JP.IB,803,常陸太田・ひたちなか,糖尿病,空腹時血糖,63675,4285,0.0672948566941499,6.73,38161,3469,0.0909043264065407,9.09,25514,816,0.0319824410127773,3.2
08,茨城県,Ibaraki,関東,JP.IB,804,鹿行,CKD,eGFR,4656,502,0.1078178694158075,10.78,2908,344,0.1182943603851444,11.83,1748,158,0.0903890160183066,9.04
08,茨城県,Ibaraki,関東,JP.IB,804,鹿行,CKD,尿蛋白,59744,1581,0.0264629084092126,2.65,33049,1211,0.0366425610457199,3.66,26695,370,0.0138602734594493,1.39
08,茨城県,Ibaraki,関東,JP.IB,804,鹿行,心血管,LDL,59897,17132,0.2860243417867339,28.6,33052,9302,0.2814353140505869,28.14,26845,7830,0.2916744272676476,29.17
08,茨城県,Ibaraki,関東,JP.IB,804,鹿行,心血管,中性脂肪,59905,11868,0.1981136799933227,19.81,33056,8226,0.2488504356243949,24.89,26849,3642,0.1356475101493538,13.56
08,茨城県,Ibaraki,関東,JP.IB,804,鹿行,心血管,収縮期血圧,59956,12257,0.2044332510507705,20.44,33092,7357,0.222319593859543,22.23,26864,4900,0.1824002382370458,18.24
08,茨城県,Ibaraki,関東,JP.IB,804,鹿行,心血管,心電図,1192,337,0.2827181208053691,28.27,799,234,0.2928660826032541,29.29,393,103,0.2620865139949109,26.21
08,茨城県,Ibaraki,関東,JP.IB,804,鹿行,糖尿病,HbA1c,53288,5074,0.0952184356703197,9.52,28878,3458,0.1197451347046194,11.97,24410,1616,0.0662023760753789,6.62
08,茨城県,Ibaraki,関東,JP.IB,804,鹿行,糖尿病,空腹時血糖,37477,2666,0.0711369640045894,7.11,22029,2063,0.0936492804938944,9.36,15448,603,0.0390341791817711,3.9
08,茨城県,Ibaraki,関東,JP.IB,805,土浦,CKD,eGFR,4945,573,0.1158746208291203,11.59,2800,346,0.1235714285714285,12.36,2145,227,0.1058275058275058,10.58
08,茨城県,Ibaraki,関東,JP.IB,805,土浦,CKD,尿蛋白,59119,1664,0.0281466195301003,2.81,32841,1208,0.0367832891812064,3.68,26278,456,0.0173529187913844,1.74
08,茨城県,Ibaraki,関東,JP.IB,805,土浦,心血管,LDL,59255,16948,0.2860180575478862,28.6,32800,9212,0.2808536585365854,28.09,26455,7736,0.2924210924210924,29.24
08,茨城県,Ibaraki,関東,JP.IB,805,土浦,心血管,中性脂肪,59346,10390,0.1750749839921814,17.51,32868,7300,0.2221005233053425,22.21,26478,3090,0.1167006571493315,11.67
08,茨城県,Ibaraki,関東,JP.IB,805,土浦,心血管,収縮期血圧,59392,11901,0.2003805226293103,20.04,32899,7082,0.2152649016687437,21.53,26493,4819,0.1818971048956328,18.19
08,茨城県,Ibaraki,関東,JP.IB,805,土浦,心血管,心電図,939,287,0.3056443024494142,30.56,592,193,0.3260135135135135,32.6,347,94,0.270893371757925,27.09
08,茨城県,Ibaraki,関東,JP.IB,805,土浦,糖尿病,HbA1c,47948,4301,0.0897013431217152,8.97,26636,3037,0.1140186214146268,11.4,21312,1264,0.0593093093093093,5.93
08,茨城県,Ibaraki,関東,JP.IB,805,土浦,糖尿病,空腹時血糖,44507,3080,0.0692025973442379,6.92,25917,2419,0.0933364201103522,9.33,18590,661,0.0355567509413663,3.56
08,茨城県,Ibaraki,関東,JP.IB,806,つくば,CKD,eGFR,8812,1033,0.1172265093054925,11.72,5195,712,0.1370548604427334,13.71,3617,321,0.0887475808681227,8.87
08,茨城県,Ibaraki,関東,JP.IB,806,つくば,CKD,尿蛋白,80240,1667,0.0207751744765702,2.08,45046,1287,0.0285707942991608,2.86,35194,380,0.0107972949934647,1.08
08,茨城県,Ibaraki,関東,JP.IB,806,つくば,心血管,LDL,80435,23014,0.2861192267047927,28.61,45021,13369,0.2969503120765865,29.7,35414,9645,0.2723499181114813,27.23
08,茨城県,Ibaraki,関東,JP.IB,806,つくば,心血管,中性脂肪,80545,13422,0.1666397665901049,16.66,45097,9921,0.2199924606958334,22.0,35448,3501,0.0987643872714962,9.88
08,茨城県,Ibaraki,関東,JP.IB,806,つくば,心血管,収縮期血圧,80596,13724,0.1702814035436002,17.03,45138,8576,0.1899951260578669,19.0,35458,5148,0.1451858536860511,14.52
08,茨城県,Ibaraki,関東,JP.IB,806,つくば,心血管,心電図,1258,453,0.3600953895071542,36.01,708,289,0.4081920903954802,40.82,550,164,0.2981818181818181,29.82
08,茨城県,Ibaraki,関東,JP.IB,806,つくば,糖尿病,HbA1c,64564,4802,0.0743758131466452,7.44,36215,3382,0.0933867182106861,9.34,28349,1420,0.0500899502627958,5.01
08,茨城県,Ibaraki,関東,JP.IB,806,つくば,糖尿病,空腹時血糖,62288,3682,0.059112509632674,5.91,36538,2951,0.0807652307187038,8.08,25750,731,0.0283883495145631,2.84
08,茨城県,Ibaraki,関東,JP.IB,807,取手・竜ヶ崎,CKD,eGFR,11986,1410,0.1176372434506924,11.76,7218,944,0.1307841507342754,13.08,4768,466,0.097734899328859,9.77
08,茨城県,Ibaraki,関東,JP.IB,807,取手・竜ヶ崎,CKD,尿蛋白,107239,2667,0.0248696836039127,2.49,59066,1987,0.0336403345410219,3.36,48173,680,0.014115791003259,1.41
08,茨城県,Ibaraki,関東,JP.IB,807,取手・竜ヶ崎,心血管,LDL,107467,31215,0.2904612578745103,29.05,58969,16851,0.2857603147416439,28.58,48498,14364,0.2961771619448224,29.62
08,茨城県,Ibaraki,関東,JP.IB,807,取手・竜ヶ崎,心血管,中性脂肪,107623,18325,0.1702702953829571,17.03,59094,12900,0.2182962737333739,21.83,48529,5425,0.1117888272991407,11.18
08,茨城県,Ibaraki,関東,JP.IB,807,取手・竜ヶ崎,心血管,収縮期血圧,107708,18915,0.1756136962899691,17.56,59152,11487,0.1941946172572356,19.42,48556,7428,0.1529780047779883,15.3
08,茨城県,Ibaraki,関東,JP.IB,807,取手・竜ヶ崎,心血管,心電図,1640,642,0.3914634146341463,39.15,1090,417,0.3825688073394495,38.26,550,225,0.4090909090909091,40.91
08,茨城県,Ibaraki,関東,JP.IB,807,取手・竜ヶ崎,糖尿病,HbA1c,90759,7907,0.0871208365010632,8.71,49083,5477,0.1115864963429293,11.16,41676,2430,0.0583069392456089,5.83
08,茨城県,Ibaraki,関東,JP.IB,807,取手・竜ヶ崎,糖尿病,空腹時血糖,77792,5246,0.0674362402303578,6.74,45356,4191,0.0924023282476408,9.24,32436,1055,0.0325255888518929,3.25
08,茨城県,Ibaraki,関東,JP.IB,808,筑西・下妻,CKD,eGFR,4818,510,0.1058530510585305,10.59,2796,332,0.1187410586552217,11.87,2022,178,0.0880316518298714,8.8
08,茨城県,Ibaraki,関東,JP.IB,808,筑西・下妻,CKD,尿蛋白,57374,1385,0.0241398542893993,2.41,31087,1035,0.0332936597291472,3.33,26287,350,0.013314566135352,1.33
08,茨城県,Ibaraki,関東,JP.IB,808,筑西・下妻,心血管,LDL,57415,15782,0.2748759035095358,27.49,31020,8396,0.2706640876853642,27.07,26395,7386,0.2798257245690471,27.98
08,茨城県,Ibaraki,関東,JP.IB,808,筑西・下妻,心血管,中性脂肪,57550,9997,0.1737098175499565,17.37,31094,6938,0.2231298642824982,22.31,26456,3059,0.1156259449652252,11.56
08,茨城県,Ibaraki,関東,JP.IB,808,筑西・下妻,心血管,収縮期血圧,57591,12268,0.213019395391641,21.3,31127,7326,0.2353583705464709,23.54,26464,4942,0.1867442563482466,18.67
08,茨城県,Ibaraki,関東,JP.IB,808,筑西・下妻,心血管,心電図,971,251,0.2584963954685891,25.85,581,169,0.2908777969018933,29.09,390,82,0.2102564102564102,21.03
08,茨城県,Ibaraki,関東,JP.IB,808,筑西・下妻,糖尿病,HbA1c,46720,4333,0.092744006849315,9.27,24783,2897,0.1168946455231408,11.69,21937,1436,0.0654601814286365,6.55
08,茨城県,Ibaraki,関東,JP.IB,808,筑西・下妻,糖尿病,空腹時血糖,38588,2819,0.0730537991085311,7.31,22123,2196,0.0992632102336934,9.93,16465,623,0.0378378378378378,3.78
08,茨城県,Ibaraki,関東,JP.IB,809,古河・坂東,CKD,eGFR,5272,536,0.101669195751138,10.17,3012,350,0.1162018592297476,11.62,2260,186,0.0823008849557522,8.23
08,茨城県,Ibaraki,関東,JP.IB,809,古河・坂東,CKD,尿蛋白,51164,1333,0.0260534750996794,2.61,28297,1000,0.0353394352758242,3.53,22867,333,0.0145624699348406,1.46
08,茨城県,Ibaraki,関東,JP.IB,809,古河・坂東,心血管,LDL,51202,15216,0.2971758915667357,29.72,28244,8355,0.2958150403625549,29.58,22958,6861,0.298850074048262,29.89
08,茨城県,Ibaraki,関東,JP.IB,809,古河・坂東,心血管,中性脂肪,51333,8903,0.1734361911440983,17.34,28316,6150,0.2171916937420539,21.72,23017,2753,0.1196072468175696,11.96
08,茨城県,Ibaraki,関東,JP.IB,809,古河・坂東,心血管,収縮期血圧,51380,10778,0.2097703386531724,20.98,28345,6445,0.2273769624272358,22.74,23035,4333,0.1881050575211634,18.81
08,茨城県,Ibaraki,関東,JP.IB,809,古河・坂東,心血管,心電図,724,181,0.25,25.0,484,147,0.3037190082644628,30.37,240,34,0.1416666666666666,14.17
08,茨城県,Ibaraki,関東,JP.IB,809,古河・坂東,糖尿病,HbA1c,44735,4248,0.0949592042025259,9.5,24252,2849,0.117474847435263,11.75,20483,1399,0.0683005419128057,6.83
08,茨城県,Ibaraki,関東,JP.IB,809,古河・坂東,糖尿病,空腹時血糖,34601,2479,0.071645328169706,7.16,20392,1942,0.095233424872499,9.52,14209,537,0.0377929481314659,3.78
09,栃木県,Tochigi,関東,JP.TC,901,県北,CKD,eGFR,7542,873,0.1157517899761336,11.58,4599,600,0.1304631441617743,13.05,2943,273,0.0927624872579001,9.28
09,栃木県,Tochigi,関東,JP.TC,901,県北,CKD,尿蛋白,93991,2438,0.0259386537008862,2.59,51845,1814,0.0349889092487221,3.5,42146,624,0.014805675508945,1.48
09,栃木県,Tochigi,関東,JP.TC,901,県北,心血管,LDL,94521,24880,0.2632219295183081,26.32,51899,13688,0.2637430393649203,26.37,42622,11192,0.2625873961803763,26.26
09,栃木県,Tochigi,関東,JP.TC,901,県北,心血管,中性脂肪,94572,15769,0.1667406843463181,16.67,51942,11254,0.216664741442378,21.67,42630,4515,0.105911330049261,10.59
09,栃木県,Tochigi,関東,JP.TC,901,県北,心血管,収縮期血圧,94636,19372,0.2047001141214759,20.47,51985,11648,0.2240646340290468,22.41,42651,7724,0.1810977468289137,18.11
09,栃木県,Tochigi,関東,JP.TC,901,県北,心血管,心電図,869,328,0.3774453394706559,37.74,435,181,0.4160919540229885,41.61,434,147,0.3387096774193548,33.87
09,栃木県,Tochigi,関東,JP.TC,901,県北,糖尿病,HbA1c,71330,6077,0.0851955698864432,8.52,39259,4185,0.1065997605644565,10.66,32071,1892,0.0589941068254809,5.9
09,栃木県,Tochigi,関東,JP.TC,901,県北,糖尿病,空腹時血糖,84432,5447,0.0645134546143642,6.45,45768,3973,0.0868073763328089,8.68,38664,1474,0.0381233188495758,3.81
09,栃木県,Tochigi,関東,JP.TC,902,県西,CKD,eGFR,1913,203,0.106116048092002,10.61,1156,129,0.1115916955017301,11.16,757,74,0.0977542932628798,9.78
09,栃木県,Tochigi,関東,JP.TC,902,県西,CKD,尿蛋白,42014,1406,0.033465035464369,3.35,22972,1057,0.0460125370015671,4.6,19042,349,0.018327906732486,1.83
09,栃木県,Tochigi,関東,JP.TC,902,県西,心血管,LDL,42201,10605,0.2512973626217388,25.13,23008,5628,0.2446105702364395,24.46,19193,4977,0.2593132913041213,25.93
09,栃木県,Tochigi,関東,JP.TC,902,県西,心血管,中性脂肪,42204,7043,0.1668799165955833,16.69,23010,5033,0.2187309865275967,21.87,19194,2010,0.1047202250703344,10.47
09,栃木県,Tochigi,関東,JP.TC,902,県西,心血管,収縮期血圧,42234,9267,0.2194203722119619,21.94,23032,5596,0.242966307745745,24.3,19202,3671,0.1911780022914279,19.12
09,栃木県,Tochigi,関東,JP.TC,902,県西,心血管,心電図,166,0,0.0,0.0,88,0,0.0,0.0,78,0,0.0,0.0
09,栃木県,Tochigi,関東,JP.TC,902,県西,糖尿病,HbA1c,33522,2712,0.0809020941471272,8.09,18070,1881,0.1040951853901494,10.41,15452,831,0.0537794460264043,5.38
09,栃木県,Tochigi,関東,JP.TC,902,県西,糖尿病,空腹時血糖,33378,2134,0.0639343280004793,6.39,18221,1637,0.0898413918006695,8.98,15157,497,0.0327901299729497,3.28
09,栃木県,Tochigi,関東,JP.TC,903,宇都宮,CKD,eGFR,10793,1096,0.1015472991753914,10.15,6839,760,0.111127357800848,11.11,3954,336,0.0849772382397572,8.5
09,栃木県,Tochigi,関東,JP.TC,903,宇都宮,CKD,尿蛋白,124765,2921,0.0234120145874243,2.34,71588,2224,0.0310666592166284,3.11,53177,697,0.0131071703932151,1.31
09,栃木県,Tochigi,関東,JP.TC,903,宇都宮,心血管,LDL,125118,33792,0.2700810434949408,27.01,71630,19549,0.2729163758201871,27.29,53488,14243,0.2662840263236614,26.63
09,栃木県,Tochigi,関東,JP.TC,903,宇都宮,心血管,中性脂肪,125152,20311,0.1622906545640501,16.23,71654,15354,0.2142797331621402,21.43,53498,4957,0.0926576694455867,9.27
09,栃木県,Tochigi,関東,JP.TC,903,宇都宮,心血管,収縮期血圧,125242,23394,0.186790373836253,18.68,71712,14648,0.2042614904060687,20.43,53530,8746,0.1633850177470577,16.34
09,栃木県,Tochigi,関東,JP.TC,903,宇都宮,心血管,心電図,501,98,0.1956087824351297,19.56,272,55,0.2022058823529411,20.22,229,43,0.1877729257641921,18.78
09,栃木県,Tochigi,関東,JP.TC,903,宇都宮,糖尿病,HbA1c,107016,7689,0.0718490692980488,7.18,61327,5655,0.0922106087041596,9.22,45689,2034,0.0445183742257436,4.45
09,栃木県,Tochigi,関東,JP.TC,903,宇都宮,糖尿病,空腹時血糖,113680,6282,0.0552603800140745,5.53,64814,4922,0.0759403832505322,7.59,48866,1360,0.0278312118855646,2.78
09,栃木県,Tochigi,関東,JP.TC,904,県東,CKD,eGFR,2846,271,0.095221363316936,9.52,1830,188,0.1027322404371584,10.27,1016,83,0.0816929133858267,8.17
09,栃木県,Tochigi,関東,JP.TC,904,県東,CKD,尿蛋白,38122,964,0.0252872357169088,2.53,21217,740,0.0348776924164585,3.49,16905,224,0.0132505175983436,1.33
09,栃木県,Tochigi,関東,JP.TC,904,県東,心血管,LDL,38221,9885,0.2586274561105152,25.86,21233,5534,0.2606320350397965,26.06,16988,4351,0.2561219684483165,25.61
09,栃木県,Tochigi,関東,JP.TC,904,県東,心血管,中性脂肪,38240,6199,0.162107740585774,16.21,21242,4474,0.2106204688824028,21.06,16998,1725,0.1014825273561595,10.15
09,栃木県,Tochigi,関東,JP.TC,904,県東,心血管,収縮期血圧,38258,7764,0.2029379476187987,20.29,21255,4718,0.2219713008703834,22.2,17003,3046,0.1791448567899782,17.91
09,栃木県,Tochigi,関東,JP.TC,904,県東,心血管,心電図,75,0,0.0,0.0,32,0,0.0,0.0,43,0,0.0,0.0
09,栃木県,Tochigi,関東,JP.TC,904,県東,糖尿病,HbA1c,30491,2862,0.0938637630776294,9.39,17151,1957,0.1141041338697452,11.41,13340,905,0.0678410794602698,6.78
09,栃木県,Tochigi,関東,JP.TC,904,県東,糖尿病,空腹時血糖,34385,2471,0.0718627308419369,7.19,18857,1792,0.0950310229622951,9.5,15528,679,0.0437274600721277,4.37
09,栃木県,Tochigi,関東,JP.TC,905,県南,CKD,eGFR,8281,897,0.108320251177394,10.83,4891,570,0.1165405847474954,11.65,3390,327,0.0964601769911504,9.65
09,栃木県,Tochigi,関東,JP.TC,905,県南,CKD,尿蛋白,114747,3339,0.0290987999686266,2.91,63804,2425,0.038007021503354,3.8,50943,914,0.0179416210274228,1.79
09,栃木県,Tochigi,関東,JP.TC,905,県南,心血管,LDL,114988,31098,0.2704456117160052,27.04,63772,17170,0.2692404189926614,26.92,51216,13928,0.2719462667916276,27.19
09,栃木県,Tochigi,関東,JP.TC,905,県南,心血管,中性脂肪,115114,18174,0.1578782771860938,15.79,63868,13219,0.2069737583766518,20.7,51246,4955,0.0966904734028021,9.67
09,栃木県,Tochigi,関東,JP.TC,905,県南,心血管,収縮期血圧,115223,22255,0.1931472015135867,19.31,63943,13661,0.2136434011541529,21.36,51280,8594,0.1675897035881435,16.76
09,栃木県,Tochigi,関東,JP.TC,905,県南,心血管,心電図,640,119,0.1859375,18.59,313,68,0.2172523961661341,21.73,327,51,0.1559633027522936,15.6
