pref,region_code,region_name,indicator,domain,n_total,n_risk,risk_rate,n_male,n_risk_male,risk_rate_male,n_female,n_risk_female,risk_rate_female
兵庫県,2811,阪神,eGFR,CKD,41221,4906,0.1190170058950535,22725,3000,0.132013201320132,18496,1906,0.10304930795847751
兵庫県,2812,播磨姫路,eGFR,CKD,12744,1301,0.1020872567482737,8415,936,0.11122994652406418,4329,365,0.08431508431508432
北海道,0101,南渡島,eGFR,CKD,5817,685,0.11775829465360152,2574,319,0.12393162393162394,3243,366,0.11285846438482887
北海道,0102,南檜山,eGFR,CKD,587,64,0.10902896081771721,353,40,0.11331444759206799,234,24,0.10256410256410256
北海道,0103,北渡島檜山,eGFR,CKD,1052,95,0.0903041825095057,650,62,0.09538461538461539,402,33,0.08208955223880597
北海道,0104,札幌,eGFR,CKD,40716,4324,0.10619903723351999,21377,2654,0.12415212611685457,19339,1670,0.08635399968974611
北海道,0105,後志,eGFR,CKD,3089,257,0.08319844609906119,1923,163,0.08476339053562143,1166,94,0.08061749571183534
北海道,0106,南空知,eGFR,CKD,2508,294,0.11722488038277512,1513,188,0.12425644415069398,995,106,0.10653266331658291
北海道,0107,中空知,eGFR,CKD,2601,317,0.12187620146097655,1588,208,0.1309823677581864,1013,109,0.10760118460019744
北海道,0108,北空知,eGFR,CKD,877,94,0.10718358038768529,569,62,0.10896309314586995,308,32,0.1038961038961039
北海道,0109,西胆振,eGFR,CKD,2738,194,0.07085463842220599,1336,127,0.09505988023952096,1402,67,0.04778887303851641
北海道,0110,東胆振,eGFR,CKD,4999,368,0.07361472294458891,3158,248,0.0785307156428119,1841,120,0.06518196632265073
北海道,0111,日高,eGFR,CKD,1672,162,0.09688995215311005,1009,115,0.11397423191278494,663,47,0.07088989441930618
北海道,0112,上川中部,eGFR,CKD,5687,712,0.12519781958853526,3236,469,0.14493201483312732,2451,243,0.09914320685434516
北海道,0113,上川北部,eGFR,CKD,2225,258,0.11595505617977528,1389,182,0.13102951763858892,836,76,0.09090909090909091
北海道,0114,富良野,eGFR,CKD,1150,131,0.11391304347826087,727,86,0.11829436038514443,423,45,0.10638297872340426
北海道,0115,留萌,eGFR,CKD,781,91,0.11651728553137004,513,64,0.12475633528265107,268,27,0.10074626865671642
北海道,0116,宗谷,eGFR,CKD,1440,147,0.10208333333333333,784,85,0.10841836734693877,656,62,0.09451219512195122
北海道,0117,北網,eGFR,CKD,5173,664,0.12835878600425285,3008,412,0.13696808510638298,2165,252,0.11639722863741339
北海道,0118,遠紋,eGFR,CKD,1659,167,0.10066305003013863,990,106,0.10707070707070707,669,61,0.09118086696562033
北海道,0119,十勝,eGFR,CKD,9789,1142,0.11666155889263459,5393,699,0.12961246059707027,4396,443,0.10077343039126478
北海道,0120,釧路,eGFR,CKD,5092,687,0.13491751767478397,2977,438,0.14712798118911655,2115,249,0.11773049645390071
北海道,0121,根室,eGFR,CKD,1911,206,0.10779696493982208,1122,123,0.10962566844919786,789,83,0.10519645120405577
千葉県,1201,千葉,eGFR,CKD,22575,2781,0.12318936877076411,12228,1698,0.13886162904808635,10347,1083,0.10466801971585966
千葉県,1202,東葛南部,eGFR,CKD,44246,5365,0.12125389865750576,24055,3376,0.14034504261068384,20191,1989,0.09850923678866821
千葉県,1203,東葛北部,eGFR,CKD,30921,3840,0.12418744542543902,16781,2333,0.13902627972111317,14140,1507,0.10657708628005658
千葉県,1204,印旛,eGFR,CKD,14768,1865,0.12628656554712892,7824,1197,0.15299079754601227,6944,668,0.09619815668202765
千葉県,1205,香取海匝,eGFR,CKD,3280,313,0.09542682926829268,1512,156,0.10317460317460317,1768,157,0.08880090497737557
千葉県,1206,山武長生夷隅,eGFR,CKD,6185,720,0.116410670978173,3240,420,0.12962962962962962,2945,300,0.10186757215619695
千葉県,1207,安房,eGFR,CKD,1021,82,0.08031341821743389,547,40,0.07312614259597806,474,42,0.08860759493670886
千葉県,1208,君津,eGFR,CKD,5241,683,0.13031864148063346,2770,421,0.151985559566787,2471,262,0.10602994738972076
千葉県,1209,市原,eGFR,CKD,7387,976,0.13212400162447543,4378,659,0.15052535404294198,3009,317,0.10535061482220007
和歌山県,3001,和歌山,eGFR,CKD,6115,806,0.13180703188879803,3728,582,0.15611587982832617,2387,224,0.093841642228739
和歌山県,3002,那賀,eGFR,CKD,1669,186,0.11144397843019772,983,142,0.14445574771108852,686,44,0.0641399416909621
和歌山県,3003,橋本,eGFR,CKD,1623,177,0.10905730129390019,907,110,0.12127894156560089,716,67,0.0935754189944134
和歌山県,3004,有田,eGFR,CKD,847,103,0.12160566706021252,434,73,0.16820276497695852,413,30,0.07263922518159806
和歌山県,3005,御坊,eGFR,CKD,950,127,0.1336842105263158,483,83,0.17184265010351968,467,44,0.09421841541755889
和歌山県,3006,田辺,eGFR,CKD,914,111,0.12144420131291028,565,82,0.14513274336283186,349,29,0.0830945558739255
和歌山県,3007,新宮,eGFR,CKD,682,80,0.11730205278592376,409,56,0.13691931540342298,273,24,0.08791208791208792
埼玉県,1101,南部,eGFR,CKD,13594,1576,0.11593350007356186,7541,956,0.12677363744861425,6053,620,0.10242854782752354
埼玉県,1102,南西部,eGFR,CKD,13652,1578,0.11558745971286258,7763,980,0.12623985572587917,5889,598,0.10154525386313466
埼玉県,1103,東部,eGFR,CKD,17738,1971,0.11111737512684632,9673,1171,0.1210586167683242,8065,800,0.09919404835709858
埼玉県,1104,さいたま,eGFR,CKD,33144,4320,0.13034033309196236,18890,2730,0.14452091053467442,14254,1590,0.11154763575136804
埼玉県,1105,県央,eGFR,CKD,10418,1270,0.12190439623728162,5952,810,0.13608870967741934,4466,460,0.10300044782803404
埼玉県,1106,川越比企,eGFR,CKD,11759,1423,0.12101369164044562,6934,896,0.1292183443899625,4825,527,0.10922279792746115
埼玉県,1107,西部,eGFR,CKD,14355,2170,0.15116684082201323,7746,1252,0.16163180996643428,6609,918,0.13890149795733092
埼玉県,1108,利根,eGFR,CKD,10455,1179,0.1127690100430416,5796,711,0.12267080745341614,4659,468,0.10045074050225371
埼玉県,1109,北部,eGFR,CKD,6897,771,0.11178773379730318,4061,470,0.1157350406303866,2836,301,0.10613540197461213
埼玉県,1110,秩父,eGFR,CKD,1435,163,0.11358885017421602,836,105,0.1255980861244019,599,58,0.09682804674457429
大分県,4401,東部,eGFR,CKD,3384,316,0.0933806146572104,2072,227,0.10955598455598456,1312,89,0.06783536585365854
大分県,4403,中部,eGFR,CKD,9255,1166,0.12598595353862777,5725,812,0.14183406113537117,3530,354,0.10028328611898017
大分県,4405,南部,eGFR,CKD,1060,135,0.12735849056603774,555,91,0.16396396396396395,505,44,0.08712871287128712
大分県,4406,豊肥,eGFR,CKD,817,130,0.1591187270501836,488,78,0.1598360655737705,329,52,0.1580547112462006
大分県,4408,西部,eGFR,CKD,1055,134,0.12701421800947868,655,95,0.1450381679389313,400,39,0.0975
大分県,4409,北部,eGFR,CKD,3621,321,0.08864954432477216,2533,235,0.0927753651796289,1088,86,0.07904411764705882
大阪府,2701,豊能,eGFR,CKD,29711,3840,0.12924506075191006,16587,2317,0.1396877072406101,13124,1523,0.11604693690947882
大阪府,2702,三島,eGFR,CKD,17638,2123,0.12036512076199116,10350,1332,0.12869565217391304,7288,791,0.10853457738748627
大阪府,2703,北河内,eGFR,CKD,20357,2292,0.11259026379132485,11676,1469,0.12581363480644056,8681,823,0.09480474599700495
大阪府,2704,中河内,eGFR,CKD,14430,1600,0.11088011088011088,8518,1033,0.12127259920169053,5912,567,0.0959066305818674
大阪府,2705,南河内,eGFR,CKD,8758,1090,0.12445763873030372,4824,674,0.13971807628524047,3934,416,0.10574478901881038
大阪府,2706,堺市,eGFR,CKD,15787,1700,0.10768353708747704,8592,1051,0.12232309124767225,7195,649,0.09020152883947186
大阪府,2707,泉州,eGFR,CKD,13914,1544,0.11096737099324422,7443,918,0.12333736396614269,6471,626,0.0967392984082831
大阪府,2708,大阪市,eGFR,CKD,68499,7254,0.10589935619498095,40319,4763,0.11813289020064982,28180,2491,0.08839602555003549
奈良県,2901,奈良,eGFR,CKD,7228,944,0.1306032097399004,3951,603,0.15261958997722094,3277,341,0.10405859017393958
奈良県,2902,東和,eGFR,CKD,2740,290,0.10583941605839416,1481,191,0.1289669142471303,1259,99,0.07863383637807785
奈良県,2903,西和,eGFR,CKD,6962,820,0.11778224648089629,3952,554,0.14018218623481782,3010,266,0.08837209302325581
奈良県,2904,中和,eGFR,CKD,5906,688,0.11649170335252286,3400,464,0.13647058823529412,2506,224,0.0893854748603352
奈良県,2905,南和,eGFR,CKD,585,60,0.10256410256410256,317,42,0.13249211356466878,268,18,0.06716417910447761
宮城県,0401,仙南,eGFR,CKD,2428,231,0.09514003294892916,1182,138,0.116751269035533,1246,93,0.07463884430176565
宮城県,0403,仙台,eGFR,CKD,35787,3963,0.11073853634001174,21778,2678,0.12296813297823492,14009,1285,0.09172674709115569
宮城県,0406,大崎・栗原,eGFR,CKD,4431,425,0.09591514330850824,2461,269,0.10930516050386022,1970,156,0.07918781725888324
宮城県,0409,石巻・登米・気仙沼,eGFR,CKD,5749,601,0.10453991998608454,2899,334,0.11521214211797172,2850,267,0.09368421052631579
宮崎県,4501,宮崎東諸県,eGFR,CKD,6246,842,0.13480627601665066,3706,564,0.1521856449001619,2540,278,0.1094488188976378
宮崎県,4502,都城北諸県,eGFR,CKD,2040,126,0.061764705882352944,1493,93,0.0622906898861353,547,33,0.0603290676416819
宮崎県,4503,延岡西臼杵,eGFR,CKD,6889,578,0.08390187255044274,4576,388,0.08479020979020979,2313,190,0.08214440121054907
宮崎県,4504,日南串間,eGFR,CKD,177,13,0.07344632768361582,95,13,0.1368421052631579,82,0,0.0
宮崎県,4505,西諸,eGFR,CKD,245,19,0.07755102040816327,147,19,0.1292517006802721,98,0,0.0
宮崎県,4506,西都児湯,eGFR,CKD,654,41,0.06269113149847094,353,24,0.0679886685552408,301,17,0.05647840531561462
宮崎県,4507,日向入郷,eGFR,CKD,527,44,0.08349146110056926,298,29,0.09731543624161074,229,15,0.06550218340611354
富山県,1601,新川,eGFR,CKD,1029,95,0.0923226433430515,545,53,0.09724770642201835,484,42,0.08677685950413223
富山県,1602,富山,eGFR,CKD,6442,841,0.13054951878298665,3764,540,0.1434643995749203,2678,301,0.11239731142643763
富山県,1603,高岡,eGFR,CKD,5481,681,0.12424740010946908,3151,410,0.13011742304030466,2330,271,0.11630901287553648
富山県,1604,砺波,eGFR,CKD,3094,404,0.1305753070458953,1498,216,0.14419225634178906,1596,188,0.11779448621553884
山口県,3501,岩国,eGFR,CKD,1790,219,0.1223463687150838,1029,147,0.14285714285714285,761,72,0.09461235216819974
山口県,3502,柳井,eGFR,CKD,983,107,0.10885045778229908,543,71,0.13075506445672191,440,36,0.08181818181818182
山口県,3503,周南,eGFR,CKD,7494,1004,0.13397384574326127,4798,721,0.15027094622759482,2696,283,0.10497032640949555
山口県,3504,山口・防府,eGFR,CKD,4706,531,0.11283467913302167,2863,369,0.12888578414250787,1843,162,0.08790016277807922
山口県,3505,宇部・小野田,eGFR,CKD,4354,541,0.12425355994487827,3041,405,0.1331798750411049,1313,136,0.10357958872810358
山口県,3506,下関,eGFR,CKD,3813,443,0.11618148439548912,2294,295,0.12859633827375763,1519,148,0.09743252139565503
山口県,3507,長門,eGFR,CKD,264,21,0.07954545454545454,196,21,0.10714285714285714,68,0,0.0
山口県,3508,萩,eGFR,CKD,436,38,0.0871559633027523,275,38,0.13818181818181818,161,0,0.0
山形県,0601,村山,eGFR,CKD,9998,1167,0.11672334466893379,5396,669,0.12398072646404744,4602,498,0.10821382007822686
山形県,0602,最上,eGFR,CKD,1126,104,0.09236234458259325,539,54,0.10018552875695733,587,50,0.08517887563884156
山形県,0603,置賜,eGFR,CKD,3439,259,0.07531259086943878,1707,138,0.08084358523725835,1732,121,0.06986143187066975
山形県,0604,庄内,eGFR,CKD,4408,436,0.09891107078039928,2125,216,0.10164705882352941,2283,220,0.09636443276390715
山梨県,1901,中北,eGFR,CKD,6179,852,0.13788638938339537,3643,556,0.1526214658248696,2536,296,0.1167192429022082
山梨県,1902,峡東,eGFR,CKD,1250,185,0.148,752,124,0.16489361702127658,498,61,0.12248995983935743
山梨県,1903,峡南,eGFR,CKD,537,76,0.14152700186219738,285,39,0.1368421052631579,252,37,0.14682539682539683
山梨県,1904,富士・東部,eGFR,CKD,1555,214,0.13762057877813505,757,121,0.15984147952443858,798,93,0.11654135338345864
岐阜県,2101,岐阜,eGFR,CKD,10901,1301,0.11934684891294377,5920,831,0.14037162162162162,4981,470,0.09435856253764305
岐阜県,2102,西濃,eGFR,CKD,5113,613,0.11989047525914336,3037,365,0.12018439249259137,2076,248,0.11946050096339114
岐阜県,2103,中濃,eGFR,CKD,3937,559,0.14198628397256793,2176,375,0.1723345588235294,1761,184,0.10448608745031232
岐阜県,2104,東濃,eGFR,CKD,4483,463,0.1032790542047736,2653,302,0.11383339615529589,1830,161,0.08797814207650273
岐阜県,2105,飛騨,eGFR,CKD,1650,266,0.16121212121212122,744,133,0.17876344086021506,906,133,0.1467991169977925
岡山県,3301,県南東部,eGFR,CKD,14595,1934,0.13251113394998287,8249,1201,0.14559340526124379,6346,733,0.1155058304443744
岡山県,3302,県南西部,eGFR,CKD,8282,934,0.11277469210335668,4622,603,0.13046300302899178,3660,331,0.09043715846994535
岡山県,3303,高梁・新見,eGFR,CKD,715,92,0.12867132867132866,395,62,0.1569620253164557,320,30,0.09375
岡山県,3304,真庭,eGFR,CKD,735,68,0.09251700680272108,417,44,0.10551558752997602,318,24,0.07547169811320754
岡山県,3305,津山・英田,eGFR,CKD,2475,246,0.0993939393939394,1407,153,0.10874200426439233,1068,93,0.08707865168539326
岩手県,0301,盛岡,eGFR,CKD,9455,1231,0.13019566367001587,6148,869,0.14134677944046845,3307,362,0.10946477169640158
岩手県,0302,岩手中部,eGFR,CKD,3949,410,0.10382375284882249,2595,279,0.10751445086705202,1354,131,0.0967503692762186
岩手県,0303,胆江,eGFR,CKD,1571,157,0.09993634627625717,937,92,0.09818569903948772,634,65,0.10252365930599369
岩手県,0304,両磐,eGFR,CKD,2423,238,0.09822534048699959,1499,150,0.1000667111407605,924,88,0.09523809523809523
岩手県,0305,気仙,eGFR,CKD,688,80,0.11627906976744186,453,57,0.12582781456953643,235,23,0.09787234042553192
岩手県,0306,釜石,eGFR,CKD,619,85,0.13731825525040386,438,67,0.15296803652968036,181,18,0.09944751381215469
岩手県,0307,宮古,eGFR,CKD,1044,142,0.1360153256704981,666,89,0.13363363363363365,378,53,0.1402116402116402
岩手県,0308,久慈,eGFR,CKD,994,123,0.12374245472837023,698,94,0.1346704871060172,296,29,0.09797297297297297
岩手県,0309,二戸,eGFR,CKD,673,85,0.1263001485884101,431,61,0.14153132250580047,242,24,0.09917355371900827
島根県,3201,松江,eGFR,CKD,3455,362,0.10477568740955137,1666,205,0.12304921968787515,1789,157,0.08775852431525992
島根県,3202,雲南,eGFR,CKD,1013,134,0.13228035538005922,434,68,0.15668202764976957,579,66,0.11398963730569948
島根県,3203,出雲,eGFR,CKD,1413,159,0.11252653927813164,737,80,0.10854816824966079,676,79,0.11686390532544379
島根県,3204,大田,eGFR,CKD,659,58,0.08801213960546282,368,35,0.09510869565217392,291,23,0.07903780068728522
島根県,3205,浜田,eGFR,CKD,1023,73,0.07135874877810362,655,45,0.06870229007633588,368,28,0.07608695652173914
島根県,3206,益田,eGFR,CKD,255,0,0.0,138,0,0.0,117,0,0.0
島根県,3207,隠岐,eGFR,CKD,68,0,0.0,20,0,0.0,48,0,0.0
広島県,3401,広島,eGFR,CKD,20266,2189,0.1080134214941281,11620,1458,0.12547332185886403,8646,731,0.08454776775387463
広島県,3402,広島西,eGFR,CKD,1913,209,0.10925248301097752,985,128,0.1299492385786802,928,81,0.08728448275862069
広島県,3403,呉,eGFR,CKD,3078,325,0.1055880441845354,1778,223,0.12542182227221596,1300,102,0.07846153846153846
広島県,3404,広島中央,eGFR,CKD,2374,288,0.12131423757371525,1336,179,0.1339820359281437,1038,109,0.10500963391136801
広島県,3405,尾三,eGFR,CKD,2774,288,0.10382119682768565,1660,178,0.10722891566265061,1114,110,0.09874326750448834
広島県,3406,福山・府中,eGFR,CKD,4867,570,0.11711526607766591,2581,323,0.12514529252227818,2286,247,0.10804899387576553
広島県,3407,備北,eGFR,CKD,853,95,0.11137162954279015,443,56,0.12641083521444696,410,39,0.0951219512195122
徳島県,3601,東部,eGFR,CKD,6110,869,0.14222585924713585,3862,574,0.14862765406525116,2248,295,0.13122775800711745
徳島県,3603,南部,eGFR,CKD,1312,128,0.0975609756097561,803,77,0.0958904109589041,509,51,0.10019646365422397
徳島県,3605,西部,eGFR,CKD,378,47,0.12433862433862433,273,36,0.13186813186813187,105,11,0.10476190476190476
愛媛県,3801,宇摩,eGFR,CKD,4404,572,0.1298819255222525,2784,412,0.14798850574712644,1620,160,0.09876543209876543
愛媛県,3802,新居浜・西条,eGFR,CKD,3317,414,0.12481157672595719,1976,281,0.14220647773279352,1341,133,0.09917971662938106
愛媛県,3803,今治,eGFR,CKD,2430,338,0.1390946502057613,1524,242,0.15879265091863518,906,96,0.10596026490066225
愛媛県,3804,松山,eGFR,CKD,13816,1706,0.12348002316155182,8091,1105,0.13657149919663825,5725,601,0.10497816593886462
愛媛県,3805,八幡浜・大洲,eGFR,CKD,2824,361,0.1278328611898017,1493,235,0.15740120562625587,1331,126,0.0946656649135988
愛媛県,3806,宇和島,eGFR,CKD,2341,358,0.1529260999572832,996,206,0.20682730923694778,1345,152,0.11301115241635688
愛知県,2302,海部,eGFR,CKD,7697,946,0.12290502793296089,4544,624,0.13732394366197184,3153,322,0.10212496035521726
愛知県,2304,尾張東部,eGFR,CKD,16130,1632,0.10117792932424055,9716,1089,0.11208316179497736,6414,543,0.08465855940130963
愛知県,2305,尾張西部,eGFR,CKD,11935,1632,0.13674067867616255,6237,991,0.15889049222382556,5698,641,0.11249561249561249
愛知県,2306,尾張北部,eGFR,CKD,17523,2039,0.11636135364948924,9123,1263,0.13844130220322262,8400,776,0.09238095238095238
愛知県,2307,知多半島,eGFR,CKD,18943,2120,0.1119146914427493,12181,1489,0.12223955340284048,6762,631,0.09331558710440697
愛知県,2308,西三河北部,eGFR,CKD,39197,3579,0.09130800826593873,25071,2535,0.10111283953571856,14126,1044,0.07390627212232763
愛知県,2309,西三河南部西,eGFR,CKD,22024,1879,0.08531601888848529,12920,1254,0.09705882352941177,9104,625,0.06865114235500878
愛知県,2310,西三河南部東,eGFR,CKD,16986,1458,0.08583539385376192,9899,983,0.09930295989493888,7087,475,0.06702412868632708
愛知県,2311,東三河北部,eGFR,CKD,1860,197,0.10591397849462365,1252,152,0.12140575079872204,608,45,0.07401315789473684
愛知県,2312,東三河南部,eGFR,CKD,25801,2557,0.09910468586488896,16416,1740,0.10599415204678363,9385,817,0.08705380927011189
愛知県,2313,名古屋・尾張中部,eGFR,CKD,70864,8110,0.11444456988033416,43225,5416,0.12529786003470214,27639,2694,0.09747096494084447
新潟県,1501,下越,eGFR,CKD,1359,165,0.12141280353200883,748,84,0.11229946524064172,611,81,0.132569558101473
新潟県,1502,新潟,eGFR,CKD,9655,1007,0.10429829104091144,5667,652,0.1150520557614258,3988,355,0.08901705115346038
新潟県,1503,県央,eGFR,CKD,1183,101,0.08537616229923922,580,61,0.10517241379310345,603,40,0.06633499170812604
新潟県,1504,中越,eGFR,CKD,4810,524,0.10893970893970895,2433,302,0.12412659268392931,2377,222,0.09339503575936053
新潟県,1505,魚沼,eGFR,CKD,1213,144,0.11871393239901072,705,77,0.10921985815602837,508,67,0.13188976377952755
新潟県,1506,上越,eGFR,CKD,3601,341,0.09469591780061094,2233,221,0.09896999552171966,1368,120,0.08771929824561403
新潟県,1507,佐渡,eGFR,CKD,215,42,0.19534883720930232,100,26,0.26,115,16,0.1391304347826087
東京都,1301,区中央部,eGFR,CKD,51105,5710,0.11173075041581058,33480,4070,0.12156511350059737,17625,1640,0.09304964539007092
東京都,1302,区南部,eGFR,CKD,43517,5145,0.11822965737527863,25836,3447,0.1334184858337204,17681,1698,0.09603529212148634
東京都,1303,区西南部,eGFR,CKD,34876,3989,0.11437664869824521,18405,2357,0.1280630263515349,16471,1632,0.09908323720478417
東京都,1304,区西部,eGFR,CKD,36435,4367,0.11985728008782764,20130,2639,0.13109786388474914,16305,1728,0.10597976080956761
東京都,1305,区西北部,eGFR,CKD,43488,5069,0.11656089036055924,24164,3050,0.1262208243668267,19324,2019,0.10448147381494514
東京都,1306,区東北部,eGFR,CKD,21691,2516,0.11599280807708266,12030,1524,0.12668329177057355,9661,992,0.10268088189628403
東京都,1307,区東部,eGFR,CKD,37952,4205,0.11079784991568296,22236,2634,0.11845655693470049,15716,1571,0.09996182234665309
東京都,1308,西多摩,eGFR,CKD,5048,0,0.0,2915,0,0.0,2133,0,0.0
東京都,1309,南多摩,eGFR,CKD,32468,4398,0.13545644942712826,18703,2953,0.15788910869913916,13765,1445,0.10497638939338903
東京都,1310,北多摩西部,eGFR,CKD,13470,1746,0.12962138084632516,7483,1103,0.14740077509020447,5987,643,0.10739936529146484
東京都,1311,北多摩南部,eGFR,CKD,25567,3166,0.1238315015449603,14082,1979,0.14053401505467975,11485,1187,0.10335219851980845
東京都,1312,北多摩北部,eGFR,CKD,14552,1964,0.13496426608026388,7842,1139,0.14524356031624586,6710,825,0.12295081967213115
東京都,1313,島しょ,eGFR,CKD,40,0,0.0,27,0,0.0,13,0,0.0
栃木県,0901,県北,eGFR,CKD,7542,873,0.11575178997613365,4599,600,0.1304631441617743,2943,273,0.09276248725790011
栃木県,0902,県西,eGFR,CKD,1913,203,0.10611604809200209,1156,129,0.1115916955017301,757,74,0.0977542932628798
栃木県,0903,宇都宮,eGFR,CKD,10793,1096,0.10154729917539146,6839,760,0.11112735780084808,3954,336,0.08497723823975721
栃木県,0904,県東,eGFR,CKD,2846,271,0.09522136331693605,1830,188,0.10273224043715846,1016,83,0.08169291338582677
栃木県,0905,県南,eGFR,CKD,8281,897,0.10832025117739404,4891,570,0.1165405847474954,3390,327,0.09646017699115045
栃木県,0906,両毛,eGFR,CKD,3385,350,0.103397341211226,2106,246,0.1168091168091168,1279,104,0.08131352619233777
沖縄県,4701,北部,eGFR,CKD,807,71,0.08798017348203221,491,50,0.10183299389002037,316,21,0.06645569620253164
沖縄県,4702,中部,eGFR,CKD,6464,686,0.10612623762376237,2991,374,0.12504179204279506,3473,312,0.08983587676360495
沖縄県,4703,南部,eGFR,CKD,9792,1085,0.1108047385620915,5113,670,0.1310385292391942,4679,415,0.08869416541996153
沖縄県,4704,宮古,eGFR,CKD,579,70,0.12089810017271158,346,43,0.12427745664739884,233,27,0.11587982832618025
沖縄県,4705,八重山,eGFR,CKD,432,44,0.10185185185185185,215,22,0.10232558139534884,217,22,0.10138248847926268
滋賀県,2501,大津,eGFR,CKD,14217,1433,0.1007948230991067,7604,937,0.12322461862177801,6613,496,0.07500378043248147
滋賀県,2502,湖南,eGFR,CKD,10048,1067,0.10619028662420382,5962,703,0.11791345186179135,4086,364,0.08908467939304944
滋賀県,2503,甲賀,eGFR,CKD,3900,348,0.08923076923076922,2246,221,0.09839715048975957,1654,127,0.07678355501813784
滋賀県,2504,東近江,eGFR,CKD,7084,677,0.09556747600225861,4129,416,0.10075078711552433,2955,261,0.0883248730964467
滋賀県,2505,湖東,eGFR,CKD,3012,282,0.09362549800796813,1744,179,0.10263761467889908,1268,103,0.08123028391167192
滋賀県,2506,湖北,eGFR,CKD,4644,429,0.09237726098191215,2917,295,0.10113129928008227,1727,134,0.07759119861030689
滋賀県,2507,湖西,eGFR,CKD,1116,107,0.09587813620071685,627,68,0.10845295055821372,489,39,0.07975460122699386
熊本県,4302,宇城,eGFR,CKD,1129,125,0.11071744906997343,701,93,0.1326676176890157,428,32,0.07476635514018691
熊本県,4303,有明,eGFR,CKD,1450,145,0.1,811,98,0.12083847102342787,639,47,0.07355242566510173
熊本県,4304,鹿本,eGFR,CKD,419,51,0.12171837708830549,247,36,0.145748987854251,172,15,0.0872093023255814
熊本県,4305,菊池,eGFR,CKD,1858,216,0.116254036598493,1183,152,0.12848689771766694,675,64,0.09481481481481481
熊本県,4306,阿蘇,eGFR,CKD,768,80,0.10416666666666667,393,48,0.12213740458015267,375,32,0.08533333333333333
熊本県,4308,八代,eGFR,CKD,1685,213,0.12640949554896141,903,140,0.15503875968992248,782,73,0.09335038363171355
熊本県,4309,芦北,eGFR,CKD,428,63,0.14719626168224298,214,33,0.1542056074766355,214,30,0.14018691588785046
熊本県,4310,球磨,eGFR,CKD,1079,130,0.12048192771084337,552,75,0.1358695652173913,527,55,0.10436432637571158
熊本県,4311,天草,eGFR,CKD,1490,211,0.14161073825503356,760,121,0.15921052631578947,730,90,0.1232876712328767
熊本県,4312,熊本・上益城,eGFR,CKD,12111,1485,0.1226158038147139,7117,1029,0.14458339187860053,4994,456,0.09130957148578293
石川県,1701,南加賀,eGFR,CKD,5688,773,0.1359001406469761,3193,471,0.14751017851550266,2495,302,0.12104208416833667
石川県,1702,石川中央,eGFR,CKD,13703,1992,0.14536962708895862,8202,1302,0.15874177029992684,5501,690,0.12543173968369387
石川県,1703,能登中部,eGFR,CKD,3055,371,0.12144026186579378,1350,181,0.13407407407407407,1705,190,0.11143695014662756
石川県,1704,能登北部,eGFR,CKD,1357,166,0.12232866617538689,687,99,0.14410480349344978,670,67,0.1
神奈川県,1404,川崎北部,eGFR,CKD,21927,2611,0.11907693710949971,12287,1668,0.13575323512655652,9640,943,0.09782157676348548
神奈川県,1405,川崎南部,eGFR,CKD,19068,2122,0.11128592406125445,11159,1378,0.12348776772112197,7909,744,0.09407004678214692
神奈川県,1406,横須賀・三浦,eGFR,CKD,13706,1758,0.12826499343353276,7728,1142,0.14777432712215322,5978,616,0.10304449648711944
神奈川県,1407,湘南東部,eGFR,CKD,17765,2385,0.1342527441598649,10450,1504,0.14392344497607656,7315,881,0.12043745727956254
神奈川県,1408,湘南西部,eGFR,CKD,11880,1676,0.14107744107744108,7245,1114,0.15376121463077985,4635,562,0.12125134843581445
神奈川県,1409,県央,eGFR,CKD,17284,2359,0.1364846100439713,10205,1586,0.1554140127388535,7079,773,0.1091962141545416
神奈川県,1410,相模原,eGFR,CKD,14442,1863,0.12899875363523058,8603,1274,0.14808787632221318,5839,589,0.10087343723240282
神奈川県,1411,県西,eGFR,CKD,14730,2171,0.14738628649015614,9899,1540,0.15557126982523486,4831,631,0.13061477954874767
神奈川県,1412,横浜,eGFR,CKD,98602,13423,0.13613314131559198,58175,8673,0.14908465835840137,40427,4750,0.11749573304969452
福井県,1801,福井・坂井,eGFR,CKD,5214,635,0.12178749520521673,3148,435,0.13818297331639137,2066,200,0.0968054211035818
福井県,1802,奥越,eGFR,CKD,912,137,0.15021929824561403,528,86,0.16287878787878787,384,51,0.1328125
福井県,1803,丹南,eGFR,CKD,1439,169,0.11744266851980542,688,85,0.12354651162790697,751,84,0.1118508655126498
福井県,1804,嶺南,eGFR,CKD,1216,156,0.12828947368421054,619,91,0.1470113085621971,597,65,0.10887772194304858
福岡県,4001,福岡・糸島,eGFR,CKD,40163,4539,0.11301446605084281,23948,3060,0.12777684984132287,16215,1479,0.09121184088806661
福岡県,4002,粕屋,eGFR,CKD,5328,583,0.10942192192192192,3115,414,0.13290529695024078,2213,169,0.0763669227293267
福岡県,4003,宗像,eGFR,CKD,3325,378,0.11368421052631579,1900,250,0.13157894736842105,1425,128,0.08982456140350877
福岡県,4004,筑紫,eGFR,CKD,8633,1009,0.11687709950191127,4852,673,0.13870568837592745,3781,336,0.08886537952922507
福岡県,4005,朝倉,eGFR,CKD,1050,106,0.10095238095238095,660,78,0.11818181818181818,390,28,0.07179487179487179
